"unique_ID","boot","S","sPIE","s_N","Nind","biomass","shrimp_bio","flounder_bio","tempS","tempB","salS","salB"
"2269 _ g","6",39,1.8282500848797,20.6038606076157,15737,513.199,29.043,0,24.866,24.752,33.8796,34.2066
"2319 _ g","6",32,1.14261360324112,14.6374151387361,17355,220.071,3.469,0,25.858,25.738,35.519,35.6074
"2318 _ g","6",43,3.58842995308229,30.3794822231234,4736,499.297,2.212,0,22.108,22.128,34.4708,34.5896
"2419 _ g","6",40,3.2290895967373,27.5559389694562,9534,393.734,17.737,0.961,23.666,23.276,33.8378,34.4346
"2519 _ g","6",47,2.01633153298905,23.229758882922,34425,704.495,103.964,1.202,24.626,23.892,35.4632,35.5712
"2771 _ g","6",44,1.97626051695747,25.6857104210809,14706,842.608,0,0.203,26.92,26.446,35.9034,35.9132
"2721 _ g","6",36,1.84403221394395,18.2965173057169,26218,924.975,0.94,0.06,24.886,23.494,36.2414,36.304
"2670 _ g","6",45,1.08539093670355,11.1704062551215,121623,1697.826,4.079,0.702,23.524,23.056,35.8698,35.8598
"2620 _ g","6",41,1.15826595112206,15.0397608820442,81669,1218.186,12.427,0.203,26.092,25.362,35.7022,35.8326
"2569 _ g","6",44,3.94588815725594,26.9618115119204,13065,301.496,26.048,0.519,25.312,24.7,35.3872,35.5196
"2219 _ g","6",42,1.61423195982364,19.232876192664,26282,269.472,4.592,0.162,24.504,23.914,33.9064,34.2258
"2169 _ g","6",43,4.50558303673974,29.9927851571655,7214,413.446,7.609,0.464,26.386,26.048,34.348,34.9226
"2170 _ g","6",34,5.5158564280419,23.4192785031774,5308,277.028,7.145,0,27.176,26.938,34.4638,34.739
"2120 _ g","6",NA,2.28468038409482,32.9981454159487,2672,273.461,1.612,0,23.7675,23.51,34.07875,34.37825
"2021 _ g","6",46,9.52817241121598,34.9644914940813,5555,286.831,12.337,1.847,25.496,24.728,33.417,34.303
"2022 _ g","6",37,6.93059823155306,28.2986610506547,2703,226.798,0.052,0.271,22.77,22.706,33.6708,34.1494
"1972 _ g","6",39,5.53033512983996,29.3375979630595,3632,348.979,41.809,0.082,23.024,22.846,33.7462,33.8486
"1586 _ g","6",45,7.55679064225147,36.508650678042,2292,185.477,1.394,0.583,23.902,23.656,35.1356,35.4688
"1536 _ g","6",38,2.4624418766364,21.132880665216,44634,2079.42,24.993,0,21.932,21.408,34.9742,35.3746
"1486 _ g","6",38,3.51483619064716,26.5578180732911,12199,634.763,4.769,0,22.046,21.38,35.582,35.8914
"1246 _ g","6",49,3.38879703555186,29.8138436873196,26841,2005.939,1.029,8.848,22.732,22.912,32.8926,33.723
"1294 _ g","6",49,10.9726576022319,37.5107543166878,3579,470.841,10.74,3.471,22.722,22.114,34.7274,35.3698
"1340 _ g","6",51,7.11722818913941,40.5039106267881,2325,208.446,0.383,5.29,22.43,21.598,35.6106,35.611
"1534 _ g","6",41,2.31500202862892,24.1312658344489,31565,2891.041,38.001,0.989,22.108,20.956,34.5458,35.0834
"1532 _ g","6",50,6.254078099016,35.4467708008942,5346,328.568,3.808,0.58,23.972,23.554,35.2328,35.278
"1582 _ g","6",40,2.36116004035417,29.6965645491011,3105,267.157,1.366,0.536,20.83,19.828,35.0264,35.2502
"1923 _ g","6",39,7.63973178499378,26.8971097511034,8473,520.163,0.03,1.738,24.572,24.37,35.066,35.204
"1973 _ g","6",23,1.54192238393063,17.4096174830661,2597,86.127,0.07,0,22.598,22.032,34.4768,34.7662
"1680 _ g","6",46,7.50868298996872,39.3315163607057,2078,331.189,2.144,0.918,22.592,22.228,35.4362,35.7466
"1730 _ g","6",46,9.61625363555513,45.6749590232899,895,132,1.152,1.39,20.766,20.616,35.2376,35.555
"1778 _ g","6",49,7.7764906399621,34.7631338593703,3633,338.838,21.5,0.164,21.24,20.858,34.9008,34.98
"1777 _ g","6",40,1.85756501373515,24.6268409685377,18517,827.013,38.533,0.455,23.382,23.084,34.4648,34.5508
"1630 _ g","6",45,3.85511243100811,27.1004138420587,5819,673.237,0.204,0.953,22.882,22.714,34.9642,35.0052
"1924 _ g","6",36,1.67257260528025,24.1077995844431,9364,230.865,2.43,1.034,25.406,24.986,34.5684,35.021
"1777 _ h","6",53,6.95687254882509,38.5108290033943,5025,534.714,7.704,1.988,24.03,23.556,34.357,34.6266
"1778 _ h","6",42,6.79354002012201,35.7249733408867,1529,202.844,18.99,0.736,21.348,21.344,34.3056,34.447
"1730 _ h","6",46,6.37391228879561,33.9267357745504,3736,138.743,26.206,0.681,21.482,21.502,35.0928,35.3678
"1340 _ h","6",48,2.94628104266837,36.0879203702859,10256,502.88,26.282,3.503,23.822,23.068,35.8324,35.8916
"1630 _ h","6",45,6.81038501802954,30.4913316239592,2964,186.775,0.551,0.211,19.638,19.076,34.8266,34.874
"1680 _ h","6",56,10.1331069968176,37.1094027540066,9313,523.503,3.586,1.193,24.212,23.644,35.1342,35.2248
"1826 _ h","6",52,7.81989704145151,37.0259568750666,7445,401.021,39.717,3.263,25.396,25.19,34.1876,34.8104
"1875 _ h","6",51,7.29968545159483,38.0278703873054,6307,410.621,49.403,2.9,22.73,22.628,34.1796,34.2584
"2419 _ h","6",56,4.58811929375544,28.6231866558133,24864,1113.633,27.43,3.903,25.462,24.762,35.2582,35.5224
"2519 _ h","6",48,3.01797362408174,23.585386218538,19029,1223.082,50.648,0.774,23.902,23.392,35.371,35.4824
"2569 _ h","6",58,5.19267315341623,35.9661150157479,13410,946.318,3.705,1.764,23.176,22.696,35.8738,36.1296
"2771 _ h","6",47,1.37919031900226,20.8230406146067,24868,1277.501,0.797,1.078,25.01,24.068,35.9186,35.9094
"2721 _ h","6",53,2.5727735368873,31.0824813039827,12501,626.9,7.188,0.857,26.008,25.02,36.0774,36.1642
"2670 _ h","6",47,3.52158784205343,31.2994084353819,6996,288.395,12.651,0.159,27.058,25.978,36.0792,36.0556
"2620 _ h","6",47,4.00929967712597,28.2988038556053,10863,502.93,24.086,0.966,25.82,24.86,35.8018,35.8156
"1924 _ h","6",45,5.54417379855168,34.3818948480378,2784,243.417,0.179,0.843,21.67,21.252,34.4538,34.5696
"2219 _ h","6",42,2.96621308159113,27.7891370174436,5741,265.194,5.565,0.592,26.308,26.01,35.0976,35.4176
"2269 _ h","6",55,4.55490511611077,37.5449075151219,3782,190.218,2.471,2.913,25.538,25.062,35.2074,35.306
"2319 _ h","6",54,6.67448877893328,36.4369284106153,8027,504.447,91.244,2.453,27.178,26.804,35.7582,35.848
"2318 _ h","6",52,6.49752039476949,29.5613790517935,14393,454.757,37.345,0.74,25.968,25.194,35.2766,35.4146
"2169 _ h","6",52,8.28851730712351,39.6135280536141,4385,131.287,27.854,1.799,25.542,25.172,35.0202,35.243
"2170 _ h","6",50,8.9659052334226,36.4181958423723,6721,333.048,16.1,1.393,24.4,23.862,33.2414,34.8246
"2120 _ h","6",46,4.12416724468237,29.1216785502855,7808,535.572,0.918,1.343,24.678,23.678,32.8488,34.1078
"1294 _ h","6",50,5.50867637745408,36.7466196943787,4579,532.038,0.126,1.967,23.748,22.83,35.994,36.106
"1246 _ h","6",49,5.93031671941529,29.2442448195095,13503,1685.232,3.865,1.449,21.876,21.734,34.1586,34.8302
"1486 _ h","6",44,4.94183733587901,28.1248309481088,16658,1321.121,10.89,3.312,25.626,25.18,34.9596,35.5834
"1536 _ h","6",51,6.14757743598865,31.8915964005816,15457,1766.052,19.438,2.787,23.608,22.842,35.318,35.6314
"1586 _ h","6",43,4.04823284823285,39.6931901229808,1217,276.064,0.101,1.133,25.406,25.454,35.2986,35.3302
"1534 _ h","6",53,2.20610531137292,29.8065168252899,14107,1615.801,4.391,3.033,22.4,21.492,34.0932,34.5278
"1532 _ h","6",43,4.52486606213612,31.0868568783074,9156,563.341,8.414,0.726,23.358,22.962,35.166,35.2616
"1582 _ h","6",36,2.77529129911679,25.7113838425243,3631,146.74,0,1.808,23.56,22.374,35.0604,35.2502
"1923 _ h","6",48,5.98673621862247,34.0734379357397,4760,406.905,31.534,1.113,24.37,24.38,34.6442,34.6996
"1973 _ h","6",44,3.36886641691941,25.5543024740752,7641,407.227,0.441,0.145,23.226,23.024,34.8678,35.026
"2022 _ h","6",50,4.3001439962816,37.4263053356136,4740,287.843,0.3,0.266,22.33,22.308,34.145,34.7492
"2021 _ h","6",54,7.48704206861516,31.2509511960428,12490,707.109,40.599,7.924,21.602,21.32,34.3592,34.6156
"1972 _ h","6",47,5.9087737261836,30.5570294091482,8866,464.468,16.707,1.197,21.684,21.204,34.696,34.9258
"2318 _ i","6",49,5.08148164714946,30.0490764550169,8420,390.575,43.468,1.182,22.524,22.272,32.8116,33.4094
"2269 _ i","6",49,2.20592124256987,27.2615408915803,10990,544.779,6.161,0.102,26.192,25.926,34.896,35.0786
"2219 _ i","6",50,5.04164766791011,31.0099300998833,5300,197.25,8.146,0.274,25.424,25.168,33.0944,33.8752
"2169 _ i","6",50,2.36294222451913,30.2762419067594,8348,439.25,9.421,0.046,25.3,24.826,33.1028,34.3064
"2170 _ i","6",52,2.58326084942177,34.0932227459006,6832,281.479,0.619,0.945,23.124,22.266,32.2028,33.0504
"2120 _ i","6",49,6.10881358259944,35.6638602240614,5336,287.096,11.934,1.012,26.536,25.698,31.6624,33.314
"2021 _ i","6",50,6.97545791305449,33.9338400274247,8631,440.784,14.045,1.396,26.14,25.614,31.9776,33.964
"1826 _ i","6",47,5.27524369240603,36.7781062020495,2986,216.905,0.189,0.263,25.832,24.262,33.5442,34.5794
"1582 _ i","6",46,2.99045533885185,27.8136271280836,11273,1183.944,0.365,2.316,20.362,19.77,34.1448,34.3388
"1534 _ i","6",51,2.90306877990738,29.1617587657222,23211,1424.866,12.954,2.961,26.076,25.006,33.9214,34.9966
"1536 _ i","6",44,3.21662809283626,23.5697653766896,14433,1067.816,0.185,19.335,23.758,22.998,34.258,34.8786
"1586 _ i","6",44,2.17810050605389,27.0724056066136,13729,836.84,0.495,1.855,20.506,20.164,34.2906,34.3896
"1340 _ i","6",54,5.26343484421557,36.6140724102824,11684,1005.601,24.008,2.589,22.076,21.4,35.326,35.4626
"1630 _ i","6",48,3.71596017409774,31.1651309368635,10251,646.462,0.977,0.44,26.122,25.936,34.8628,34.9244
"1680 _ i","6",56,1.89538260150267,23.443029863859,16322,962.512,0.351,0.975,22.382,22.244,33.8644,34.4476
"1486 _ i","6",54,3.66895716354082,28.5426777669327,19036,1499.746,5.205,1.472,23.156,22.34,32.7628,34.7592
"1875 _ i","6",49,6.33786921293206,35.8532337388033,5888,274.402,35.273,0.29,23.59,23.816,32.2302,33.0294
"1924 _ i","6",46,3.47218129045518,33.7700002787669,6376,315.452,7.113,0.347,24.912,24.528,32.7822,34.021
"1923 _ i","6",44,8.38221674898729,35.1054053020568,3886,240.667,0.558,3.293,27.74,27.156,33.4834,34.0514
"1973 _ i","6",47,5.4163944030103,39.8797187648321,1835,126.538,0.999,0.413,23.716,23.166,33.7072,34.1544
"1972 _ i","6",54,4.55051530749528,35.0555060451918,4084,333.028,2.599,1.451,23.912,23.616,32.975,33.0562
"2319 _ i","6",50,3.88063311237097,33.6252392590852,3193,157.614,4.714,0.043,25.326,24.454,35.4266,35.5296
"2419 _ i","6",55,4.87393340590283,26.5891893295715,22414,964.509,37.337,2.975,26.258,25.644,33.9914,34.5218
"2519 _ i","6",53,4.37306615860505,30.5531447762518,16394,638.579,90.376,0.895,24.98,24.46,34.1246,34.687
"2771 _ i","6",51,3.35521980212214,26.165116905121,16865,944.784,0.858,0.587,24.796,23.042,34.896,35.0522
"2721 _ i","6",54,4.62327701569532,32.1952784329748,6110,631.856,0.392,0.991,24.382,22.682,34.463,34.9792
"2670 _ i","6",60,8.75170505661662,39.9772863634066,7343,364.524,0.202,0.853,24.302,23.84,33.9374,34.2062
"2620 _ i","6",49,5.65512517718187,27.5056422103702,9811,428.941,5.255,1.752,27.068,26.084,34.7268,34.8838
"2569 _ i","6",53,6.20596213820004,33.1479852919348,8146,444.946,14.943,1.5,22.488,20.292,34.4662,34.8482
"2022 _ i","6",48,3.74237167269885,30.8144428128781,4950,291.359,0,0.235,25.412,24.352,31.1128,34.1812
"1730 _ i","6",42,2.07666782934951,23.7001153104036,4718,403.95,4.852,0.674,23.52,23.562,27.8818,34.6214
"1778 _ i","6",44,5.50097310047926,33.8911803736392,4020,278.988,4.032,1.563,26.14,25.56,33.544,33.8228
"1777 _ i","6",51,2.47163187732012,26.8212514145474,22297,1173.171,39.562,2.696,22.684,22.056,33.3488,33.774
"1294 _ i","6",56,4.26419731341148,32.586726894191,10963,798.627,5.99,2.995,24.552,23.468,34.6934,35.5696
"1246 _ i","6",56,6.74270893180684,32.9031772194138,17537,1523.123,13.263,5.328,22.028,22.166,32.065,34.2278
"1532 _ i","6",48,5.73501610936883,32.3111061263006,10187,663.066,2.453,1.527,24.822,24.69,34.4658,34.859
"1924 _ a","7",46,4.54694956405257,32.6570035168047,3700,216.129,7.006,0.653,24.42,24.56,34.58,34.56
"1875 _ a","7",56,5.931501737429,42.1274694632909,2892,89.992,8.421,2.393,22.5,22.42,32.78,33.16
"1586 _ a","7",47,4.12921829222713,41.0093092913536,1434,149.877,0.833,1.381,25.34,25.3,34.9,35.36
"1536 _ a","7",60,3.85117861766852,32.0486417600379,8737,605.095,0.861,1.628,23.92,23.28,34,35.6
"1486 _ a","7",69,5.07265818637371,38.3987399976231,12567,908.36,22.188,2.197,24.26,23.48,34.74,35.32
"1730 _ a","7",51,7.98960627299202,38.9314273275623,3190,86.944,11.406,1.182,24.22,22.98,32.3,34.34
"1778 _ a","7",61,4.35366115625292,34.1157791679324,6258,467.246,6.187,0.714,23.9,23.42,33.94,34.64
"1777 _ a","7",61,5.79090030868685,41.4309992536786,5757,310.765,14.432,5.181,23.16,22.5,33.54,34
"2771 _ a","7",62,5.79666020211504,40.4727739883592,5872,355.921,0.871,0.641,23.72,23.9,35.32,35.44
"2620 _ a","7",61,4.32149661773461,32.4608188180506,9437,663.113,3.972,1.669,23.52,23.58,35.68,35.72
"2269 _ a","7",46,11.7838169688536,38.742167343191,2277,118.571,12.352,0.704,25.88,26.02,34.18,34.56
"2219 _ a","7",54,8.68683107783197,41.5413543856708,2515,200.302,2.331,0.28,24.92,24.84,34.08,34.28
"2169 _ a","7",60,12.4818481848185,45.6720095068268,3721,171.499,36.092,0.608,23.62,22.94,30.36,33.16
"1340 _ a","7",58,3.41498746703994,30.3929405487636,20981,1369.468,4.952,9.475,22.92,23.04,35.24,35.38
"1534 _ a","7",66,2.82211009917687,31.2830762166001,42252,1901.351,25.249,2.044,20.42,19.84,33.54,34.28
"1582 _ a","7",58,3.94636147913783,41.8225095175929,3895,428.138,6.852,1.156,24.66,23.82,35.2,35.38
"2022 _ a","7",59,11.9827235948212,48.9149618723476,2632,363.487,0.157,0.265,25.9,25.56,33.08,34.18
"2021 _ a","7",56,7.52712675768046,34.9408209359698,7823,333.798,24.064,0.775,25.64,25.16,31.58,33.4
"2419 _ a","7",64,7.95107371693564,40.6100782367675,7507,377.887,11.529,0.968,25.1,24.62,34.44,34.92
"2318 _ a","7",49,6.49878807013736,31.0961327076877,8891,339.553,15.472,0.389,24.06,24.28,34.68,34.78
"1923 _ a","7",58,2.76103282921924,39.2364182667287,4068,154.656,11.198,0.39,21.2,21.08,33.18,33.38
"1630 _ a","7",61,3.28478143197368,40.040170976769,7724,2504.796,0,1.246,23.04,22.26,35.04,35.18
"1680 _ a","7",59,6.95714767237181,50.4090869503358,1928,234.486,1.464,2.163,23.68,23.88,34.82,34.88
"2170 _ a","7",51,7.90003772161448,44.7414333693189,1612,144.478,8.269,0.91,25.46,25.46,33.3,34
"2120 _ a","7",59,7.48136578593432,43.2502985353379,3052,252.406,0.572,1.396,24.62,24.68,34.34,34.58
"1246 _ a","7",69,8.09241574893129,46.2208953808796,4820,1082.734,3.97,2.844,22.78,23.14,33.48,35.28
"2319 _ a","7",54,9.81652311771632,41.0148479224359,2521,195.375,13.25,0.62,25.38,25.26,33.94,34.06
"1294 _ a","7",68,9.39599804063801,39.8067224298905,10962,718.512,2.604,6.116,23.94,23.94,34.78,35.08
"1532 _ a","7",52,5.99411399077513,33.6892922404848,6642,403.578,2.226,1.566,22.52,22.36,34.8,35.1
"1973 _ a","7",51,3.06484515446305,43.212224461735,1835,68.45,0.694,2.661,24.12,23.66,32.38,33.22
"1972 _ a","7",51,4.24263200553608,37.9975798469025,4478,360.977,6.122,8.171,21.74,21.32,30.1,32.78
"2670 _ a","7",50,3.73645680596543,25.5599253208467,11919,846.453,0.636,0.663,24.64,24.46,35.96,35.94
"2721 _ a","7",60,3.16270817057708,28.7784015223629,16596,673.303,5.81,1.843,24.66,24.46,35.9,35.92
"2569 _ a","7",55,4.21670614927493,27.4593554878047,16741,516.835,1.59,0.672,24.52,24.62,35.7,35.72
"2519 _ a","7",63,7.72018104620451,36.3071725500169,12067,631.919,11.317,2.075,25.08,25.06,35.6,35.6
"1826 _ a","7",50,4.4392069160933,36.9383188770812,4832,186.988,16.72,1.684,26.3,26.4,33.44,34.06
"1777 _ b","7",54,5.96805938856365,42.7030579951589,5683,557.431,5.686,2.449,23.986,23.37,34.3012,34.3958
"1586 _ b","7",44,6.89657544849413,44.0827461404078,896,80.416,3.055,1.1,20.192,19.772,34.0406,34.327
"1534 _ b","7",48,3.62101364412213,28.9349825460201,15328,911.989,3.211,3.448,25.4,23.574,34.4206,34.9766
"1532 _ b","7",41,5.9521885466759,28.853918818658,3191,167.66,0.039,0.217,24.624,23.58,34.804,35.0734
"1582 _ b","7",52,5.9223755203341,38.0701538428414,3618,587.809,0.335,0.671,20.218,19.132,33.5976,34.143
"1630 _ b","7",53,3.49493513878192,33.9365990194314,4899,571.528,0.024,2.06,20.124,19.638,34.6352,34.8246
"1680 _ b","7",55,9.22513273270769,38.9611703744975,7469,432.123,1.322,1.915,22.98,21.232,33.231,35.1628
"1778 _ b","7",50,9.30188891387452,38.0628579326812,2508,109.834,16.799,1.324,23.952,22.668,32.8704,33.4702
"1730 _ b","7",49,11.9968791325046,53.6625023387115,674,120.131,8.365,1.094,21.744,21.272,33.7152,34.4216
"1826 _ b","7",48,5.76639711762947,41.6719127629221,2070,101.705,5.946,2.264,21.632,21.052,32.2486,33.4928
"1875 _ b","7",50,6.2298809900732,40.1083519787136,2004,136.064,15.884,3.992,24.916,24.234,33.4784,34.0024
"1924 _ b","7",41,3.44978871488939,36.747341401044,1354,44.531,0.336,1.07,25.344,25.186,34.7336,34.8278
"1923 _ b","7",41,10.9057482373097,40.0330630776181,997,95.573,0.554,0.928,22.002,21.71,32.7816,33.376
"1973 _ b","7",43,4.40936329588015,39.8566990583708,1159,38.437,0.257,0.74,24.084,23.65,34.2884,34.4378
"1972 _ b","7",46,6.19203813389339,44.6794832688483,1025,100.308,3.93,0.548,24.728,24.132,31.8554,33.3722
"2022 _ b","7",46,9.67254325824355,49.3583779778824,689,72.675,0.158,0.235,24.022,23.802,32.539,33.8518
"2021 _ b","7",57,11.1494727654694,41.8231197294306,3315,172.129,18.518,1.432,24.022,23.504,31.144,32.534
"1536 _ b","7",48,4.61120657452372,30.0695612560736,5611,415.644,0.401,2.19,22.138,21.24,34.6934,34.9578
"1486 _ b","7",47,4.06755245031758,20.500867673995,19457,1536.477,0.312,1.239,21.736,20.894,34.3542,34.8858
"2219 _ b","7",48,9.72928060004148,40.3171922517996,2230,107.553,11.639,1.721,23.968,23.76,31.3336,32.6906
"2269 _ b","7",48,6.32798445828011,38.1377365074475,1946,149.012,0.802,0.597,24.034,23.968,33.7474,34.0858
"2319 _ b","7",48,6.44123575142697,35.0287027584806,4273,175.981,3.243,0.485,24.764,23.484,33.764,33.958
"2318 _ b","7",52,8.60078250786571,35.4901199491311,6105,228.587,14.52,3.366,25.036,24.226,32.5666,34.0564
"2771 _ b","7",55,4.0993377547371,37.6749281882035,4122,258.783,0.697,0.182,25.046,23.93,34.6086,34.607
"2721 _ b","7",58,6.95105397381132,46.5210378069241,2187,233.102,0.222,0.364,25.118,23.752,34.4366,34.461
"2670 _ b","7",53,3.10685110246275,35.7681752866572,3779,565.984,0.177,0.392,24.504,23.328,35.2744,35.2326
"2620 _ b","7",62,11.8233458276543,41.4149539100819,6790,478.794,8.002,0.932,25.37,24.99,34.5806,35.3074
"2569 _ b","7",45,4.96998636274779,32.635534813308,3573,162.966,0.22,1.057,24.402,23.87,35.082,35.2378
"2519 _ b","7",60,3.32453073725117,33.4282828810726,16169,836.022,16.2,4.852,24.916,24.108,34.9258,34.9866
"2419 _ b","7",59,5.47865731287044,38.9734850316211,4328,302.772,18.495,1.502,25.684,25.028,33.841,34.743
"2169 _ b","7",55,5.24791692135453,41.4379358638886,3129,77.684,30.251,0.528,22.326,21.874,30.3394,31.9054
"2170 _ b","7",47,5.05447025135221,39.875490259578,1827,166.568,5.675,0.788,23.122,23.03,31.4892,32.178
"2120 _ b","7",44,9.42195528862196,47.8625069802037,752,142.04,0,0.17,25.888,25.506,32.7792,33.2812
"1246 _ b","7",58,6.86735735333313,35.7099016110702,10541,920.997,17.245,7.933,19.65,19.034,32.1952,33.6228
"1340 _ b","7",63,3.20088097760773,35.7359550914797,12597,681.337,24.632,3.739,23.612,22.796,34.8346,35.1076
"1294 _ b","7",62,5.97185782420649,42.6954025625466,6664,592.229,15.014,5.251,21.154,20.102,33.243,34.2988
"1777 _ c","7",58,7.62990327607053,39.7958598630038,6871,324.245,21.534,2.289,26.32,25.89,33.0882,33.6482
"1778 _ c","7",50,7.52008872907944,39.4972932772591,2517,134.091,9.595,0.976,22.164,21.708,32.1368,32.8196
"1536 _ c","7",48,7.52167843739842,34.3442400130113,3568,235.512,0.887,0.157,20.808,20.422,34.9614,35.2032
"1586 _ c","7",NA,12.7684216576618,37.9611959312347,1155,91.503,0.265,1.454,20.028,17.8625,33.7648,34.18025
"1534 _ c","7",56,3.618371463892,37.4040257606979,10059,581.258,20.191,5.2,23.144,22.862,32.8874,33.53
"1532 _ c","7",54,10.6014579720464,45.4775396384564,2718,646.339,7.12,1.435,22.782,22.12,33.5396,33.7358
"1582 _ c","7",61,8.82747459540836,46.4609437995402,3783,349.619,1.985,0.495,21.264,20.372,33.392,34.0126
"1630 _ c","7",59,4.518266610196,39.1864431301696,4030,383.493,0.122,0.421,19.026,18.546,33.5626,33.7872
"1680 _ c","7",58,8.26112855456832,42.8639102853716,3655,296.793,1.408,0.772,22.556,21.95,33.7584,33.9008
"1730 _ c","7",41,3.93932812759186,34.5975367576489,1602,128.143,8.275,0.382,22.384,21.97,32.9848,33.7786
"1486 _ c","7",61,8.1983023562125,35.2285467093327,7101,448.134,26.88,1.74,23.104,22.532,34.5712,35.1092
"1340 _ c","7",62,8.83006316042594,43.4240736116685,6036,257.007,27.425,1.956,19.21,18.524,34.2886,34.6228
"1246 _ c","7",59,5.0760665718154,35.3662132781891,11075,706.297,11.174,1.479,23.512,23.012,34.1788,35.0664
"1294 _ c","7",56,5.69664327071222,33.6458714626947,7636,806.953,4.11,3.475,22.104,21.648,34.9068,35.1572
"2022 _ c","7",36,7.24353876739562,38.5624772799253,694,65.819,0.098,0.043,23.73,23.428,32.154,33.1848
"2021 _ c","7",43,4.98364616700684,26.8105481247143,4800,135.416,26.343,0.048,25.868,25.688,32.4948,33.4164
"2120 _ c","7",38,4.97932761694541,34.5713020927065,1282,127.936,0,0.442,23.496,23.33,32.4298,32.6768
"2419 _ c","7",53,2.56783117731324,24.4953672320446,26459,1750.277,3.668,0.375,24.946,24.296,33.6168,34.6676
"2519 _ c","7",61,7.33348549716207,41.7126054373278,5458,400.838,11.291,1.647,25.464,25.002,35.1858,35.0722
"2569 _ c","7",58,5.5548593193267,34.0457910339208,6236,305.707,36.875,0.448,26.29,25.804,34.5764,34.7464
"2771 _ c","7",61,3.23830886582915,42.3823397514066,4894,517.819,0.513,0.261,25.84,25.494,35.1806,35.4108
"2721 _ c","7",34,1.35690508279801,21.101187557935,5265,430.564,0.056,0,23.992,23.464,35.73,35.6402
"2670 _ c","7",53,1.67663302343083,31.1248041699917,14550,1497.034,0.826,0.5,24.906,23.68,35.6398,35.7468
"2169 _ c","7",55,2.35043719903208,32.29811431519,6070,271.007,6.719,0.335,21.004,20.582,30.6038,32.0476
"2170 _ c","7",32,6.39739878330187,31.3553528815584,957,40.957,0.02,1.603,23.078,22.482,32.287,32.6576
"2219 _ c","7",43,6.42956828846277,35.7048506786603,1901,96.832,3.329,0.407,24.672,24.198,32.8832,33.2642
"2269 _ c","7",42,2.38098183807123,27.0651244602787,4330,68.901,0.287,0.065,26.264,26.072,34.2816,34.558
"2319 _ c","7",24,3.46455628121398,26.9472614399412,672,28.243,0.019,0,26.342,25.944,34.3894,34.676
"2318 _ c","7",52,10.6612459019668,35.052980970534,5062,152.133,17.97,1.018,25.578,24.874,33.418,33.9796
"1972 _ c","7",46,6.38796695197862,31.5401229028728,3317,122.915,4.321,1.676,23.63,23.406,31.542,32.3994
"1973 _ c","7",40,4.22958723375014,31.9611686584956,1954,40.333,3.2,0.353,24.462,24.194,32.7882,33.1914
"1923 _ c","7",42,12.3823133318332,33.8591328965163,2716,121.895,6.73,0.339,25.638,25.486,32.801,32.9882
"1924 _ c","7",50,4.69560705965965,36.0362901398623,2439,69.234,1.212,0.24,20.118,19.876,32.663,32.841
"1875 _ c","7",51,4.83611981713387,36.5077114196409,3931,90.416,24.299,1.982,24.016,23.764,32.838,33.2202
"1826 _ c","7",41,7.86146247594612,34.9643366089073,1918,125.008,1.467,0,23.316,22.946,33.1814,33.4356
"2620 _ c","7",54,6.60071076959409,39.5342955043675,3225,389.496,7.854,0,24.788,24.404,35.1908,35.2262
"1777 _ d","7",52,9.47050428661956,40.1560575903679,3804,178.403,26.633,0.434,23.66,23.18,32.6996,33.3944
"1680 _ d","7",50,8.36267543472504,43.6978170161763,2133,195.222,8.981,1.359,24.278,23.71,33.7802,34.6064
"1630 _ d","7",50,5.10575826203351,33.4918641583347,3741,208.193,6.669,0.177,21.18,21.174,34.32,34.4022
"1586 _ d","7",46,7.76396066011003,37.7018869572703,2912,216.982,2.396,1.326,24.574,24.446,35.0252,35.2734
"1536 _ d","7",45,6.94324758362262,35.7926675290416,2459,190.186,1.003,0.82,20.544,20.166,33.8102,34.3332
"1486 _ d","7",48,5.48934816630133,26.7572474563991,16654,1312.149,5.79,1.345,22.658,22.178,34.4348,34.6238
"1534 _ d","7",59,3.94987511618345,37.0398191174891,14238,785.64,47.113,3.234,21.136,20.144,31.958,34.041
"1532 _ d","7",53,3.5735459394089,35.5641398563331,8210,528.054,0.216,0.594,20.962,20.752,33.5036,33.6534
"2319 _ d","7",44,2.67055582735018,26.3355576552401,4264,91.717,0.674,0.319,25.078,23.85,34.5338,34.9154
"2771 _ d","7",44,10.4119487957023,36.2070672057333,2221,242.584,1.361,0.75,24.352,24.024,36.0848,36.1134
"2721 _ d","7",56,2.53849579206233,32.4171227582322,8062,255.913,0.205,0.06,25.232,24.698,35.2538,35.3704
"2670 _ d","7",60,6.49781830996444,41.0292816606714,4273,166.538,3.675,0.149,24.99,24.542,34.5714,34.8048
"2620 _ d","7",52,3.36459276732871,32.9276588630847,5181,169.426,3.956,0.358,24.308,23.618,34.3176,34.4372
"2569 _ d","7",51,2.48571034484516,28.9204059115043,6843,150.675,4.03,0,25.524,25.23,35.045,35.0718
"2519 _ d","7",52,9.70721008409789,37.1112288658163,3903,207.146,18.743,0.64,23.642,23.298,35.0094,35.0908
"1875 _ d","7",45,10.9626979733308,36.2925409404282,2700,86.868,26.578,0.533,21.92,20.994,32.0428,32.6644
"1826 _ d","7",54,5.61841743471445,42.0059747494148,3073,101.828,21.316,2.016,23.444,23.358,32.9248,33.7228
